timestamp;steering_angle
377278.5465037493;-7.9
377278.55690633267;-7.9
377278.562368114;-7.9
377278.573957853;-7.9
377278.59092810366;-8.0
377278.601749801;-7.9
377278.612534937;-7.9
377278.623851499;-7.8
377278.64035119733;-7.6
377278.6585539884;-7.3
377278.66418904066;-7.0
377278.669928322;-6.6
377278.6829438534;-6.2
377278.70307014504;-5.8
377278.7139614573;-5.4
377278.719475197;-5.0
377278.730724884;-4.7
377278.7472281027;-4.5
377278.7626444157;-4.4
377278.768456343;-4.4
377278.779776916;-4.4
377278.7962698846;-4.6
377278.80435803;-4.7
377278.819231864;-4.7
377278.830396936;-4.8
377278.84539640497;-4.8
377278.85492052964;-4.7
377278.863149936;-4.6
377278.87617097766;-4.6
377278.8914263743;-4.6
377278.90474195697;-4.6
377278.918524749;-4.7
377278.925603718;-4.8
377278.94076165464;-4.8
377278.95733972767;-4.9
377278.962838738;-4.9
377278.9756957277;-4.9
377278.985380874;-4.8
377279.0017305297;-4.8
377279.01262389467;-4.8
377279.02397702;-4.8
377279.037983791;-4.9
377279.05619024934;-5.0
377279.06174829;-5.1
377279.071880488;-5.2
377279.08171164466;-5.2
377279.09542077;-5.3
377279.11159269634;-5.3
377279.117389051;-5.4
377279.12878861296;-5.4
377279.145095697;-5.5
377279.15846666496;-5.6
377279.166837853;-5.6
377279.178139676;-5.7
377279.19485114503;-5.9
377279.20566606097;-5.9
377279.216525197;-6.0
377279.23191899835;-6.1
377279.24422419665;-6.2
377279.257741947;-6.3
377279.263215093;-6.4
377279.274673686;-6.4
377279.291425509;-6.5
377279.30225268635;-6.6
377279.313189728;-6.6
377279.324251238;-6.7
377279.340728822;-6.8
377279.3546831027;-6.9
377279.360158322;-7.0
377279.371409415;-7.2
377279.382604415;-7.3
377279.3964103217;-7.5
377279.410174832;-7.7
377279.42245084234;-7.8
377279.4337041547;-7.9
377279.44741783204;-7.9
377279.460937905;-7.9
377279.467897176;-7.9
377279.479463113;-7.8
377279.49595137336;-7.9
377279.506753322;-7.8
377279.517690457;-7.9
377279.528797019;-7.9
377279.54532700864;-7.9
377279.55563516566;-7.9
377279.56531322736;-7.9
377279.577979572;-7.8
377279.59455701965;-7.7
377279.59997103;-7.6
377279.610778322;-7.5
377279.626046228;-7.3
377279.643887592;-7.1
377279.653171467;-6.9
377279.6641337173;-6.6
377279.67435599864;-6.4
377279.68693478;-6.2
377279.70347959234;-6.0
377279.71028576966;-6.0
377279.719770561;-5.9
377279.73113216565;-6.0
377279.7539017273;-6.0
377279.7623008113;-6.0
377279.76966993563;-6.0
377279.779338009;-6.0
377279.79587254;-6.1
377279.81202492566;-6.0
377279.817535978;-6.0
377279.83016074833;-6.0
377279.845102728;-6.0
377279.8611534153;-6.0
377279.86832420697;-6.0
377279.878036863;-6.0
377279.894835196;-6.0
377279.9056151753;-6.0
377279.916514311;-6.0
377279.927649103;-6.0
377279.9441978214;-6.0
377279.95670654;-6.0
377279.962170144;-6.0
377279.973530457;-6.0
377279.990624259;-5.8
377280.00143008167;-5.7
377280.012234363;-5.4
377280.02324254;-5.2
377280.0400148946;-4.9
377280.048315384;-4.6
377280.061798634;-4.2
377280.073171238;-3.8
377280.084425561;-3.4
377280.1008039567;-3.0
377280.1116018113;-2.7
377280.117166863;-2.6
377280.133976967;-2.5
377280.144767748;-2.4
377280.1613531023;-2.4
377280.166993738;-2.4
377280.178470457;-2.4
377280.194883175;-2.4
377280.2111371543;-2.4
377280.21942931134;-2.4
377280.2292547383;-2.4
377280.2442620713;-2.4
377280.25630616467;-2.3
377280.261655353;-2.3
377280.27608043636;-2.3
377280.2953209253;-2.3
377280.303457248;-2.3
377280.311621446;-2.3
377280.32712873834;-2.3
377280.33950730035;-2.3
377280.35518262297;-2.3
377280.36236723803;-2.3
377280.376782165;-2.3
377280.38529324834;-2.3
377280.40004038403;-2.3
377280.41073103;-2.3
377280.421855457;-2.3
377280.433097227;-2.2
377280.45250470703;-2.1
377280.46083683165;-2.1
377280.4686531757;-2.0
377280.4813781027;-2.0
377280.49640440464;-2.0
377280.51131995633;-2.0
377280.5168342587;-2.0
377280.527975925;-2.0
377280.54445129033;-2.0
377280.560233821;-1.9
377280.56650879;-1.9
377280.577966811;-1.8
377280.59462609165;-1.7
377280.6055033937;-1.6
377280.6165711543;-1.5
377280.627831342;-1.5
377280.6442697277;-1.4
377280.657795113;-1.3
377280.663398842;-1.2
377280.674778373;-1.1
377280.69161788403;-1.0
377280.7022799457;-1.0
377280.71332376933;-0.8999999999999999
377280.724338477;-0.7999999999999999
377280.7407820087;-0.7999999999999999
377280.7549109257;-0.7000000000000001
377280.763425675;-0.6000000000000001
377280.772060509;-0.30000000000000004
377280.784865654;0.0
377280.799706529;0.4
377280.81057327904;0.8999999999999999
377280.8201757483;1.4
377280.832523425;1.8
377280.85472849803;2.1
377280.860370717;2.2
377280.867714206;2.3
377280.879241759;2.2
377280.89581761236;2.0
377280.9067795393;1.9
377280.917681081;1.7
377280.928788373;1.6
377280.945252352;1.5
377280.95588704;1.5
377280.961335092;1.5
377280.978303842;1.5
377280.9947020297;1.5
377281.00293898804;1.5
377281.011152436;1.5
377281.02379963367;1.5
377281.03895755;1.4
377281.05483249837;1.4
377281.06041879;1.3
377281.074674436;1.2
377281.084406863;1.1
377281.100768623;0.8999999999999999
377281.11168488336;0.6000000000000001
377281.122637331;0.4
377281.133878581;0.2
377281.153031113;-0.1
377281.16129505;-0.30000000000000004
377281.166843633;-0.6000000000000001
377281.1783614247;-0.7000000000000001
377281.194779102;-0.7999999999999999
377281.21105832065;-0.8999999999999999
377281.216598946;-0.8999999999999999
377281.227752748;-1.0
377281.24419022666;-1.1
377281.2567768727;-1.0
377281.267682488;-0.7000000000000001
377281.279262904;-0.4
377281.29612143565;-0.2
377281.30697988364;-0.1
377281.31814245635;-0.1
377281.32809866435;-0.2
377281.34041581035;-0.30000000000000004
377281.35478313366;-0.30000000000000004
377281.360227383;-0.30000000000000004
377281.3718026543;-0.30000000000000004
377281.385703113;-0.30000000000000004
377281.40310062264;-0.2
377281.409930404;0.0
377281.421055665;0.1
377281.437842696;0.2
377281.45346412266;0.2
377281.461706394;0.30000000000000004
377281.468033425;0.30000000000000004
377281.4852822166;0.4
377281.4987082067;0.5
377281.51255495666;0.7000000000000001
377281.518086342;0.8999999999999999
377281.52941931;1.1
377281.545854529;1.3
377281.5602898523;1.5
377281.566044675;1.6
377281.57748806;1.8
377281.59416864335;2.0
377281.610207217;2.4
377281.6198635813;2.7
377281.62834560167;2.9
377281.6433537167;3.2
377281.655101956;3.4
377281.66593931;3.4
377281.677365144;3.4
377281.6938425703;3.3
377281.702027331;3.2
377281.710407487;3.1
377281.72288845567;3.0
377281.73796681;3.0
377281.7560564873;3.0
377281.761589779;3.0
377281.774634987;3.0
377281.784387019;3.0
377281.80073396635;3.0
377281.81174690364;2.9
377281.81731349736;2.8
377281.83519649797;2.7
377281.8508913;2.6
377281.859288321;2.6
377281.8699162897;2.5
377281.882394571;2.4
377281.89751806064;2.3
377281.90962714364;2.1
377281.91652801837;1.9
377281.92903683137;1.7
377281.9462542897;1.5
377281.9571835807;1.2
377281.96421892435;1.1
377281.9769005603;0.8999999999999999
377281.99611640366;0.7999999999999999
377282.001635581;0.7999999999999999
377282.0178997164;0.7999999999999999
377282.02516771667;0.7999999999999999
377282.04033275833;0.7999999999999999
377282.0566991857;0.7999999999999999
377282.062098998;0.7999999999999999
377282.07352905;0.7999999999999999
377282.08631901833;0.7999999999999999
377282.1011533;0.7999999999999999
377282.11193181;0.7999999999999999
377282.122957487;0.7999999999999999
377282.137017341;0.7999999999999999
377282.1535205806;0.7999999999999999
377282.16176613333;0.7999999999999999
377282.167404987;0.7999999999999999
377282.18055101804;0.7999999999999999
377282.2009594563;0.7999999999999999
377282.2119819037;0.7999999999999999
377282.217696112;0.8999999999999999
377282.23031198763;0.8999999999999999
377282.2453926646;1.0
377282.2605873;1.1
377282.266322383;1.1
377282.277716758;1.1
377282.294319852;1.1
377282.305207487;1.1
377282.32011633064;1.1
377282.327170091;1.1
377282.34399595566;1.2
377282.35571619496;1.2
377282.361180143;1.2
377282.3742058934;1.1
377282.38937857066;1.2
377282.40289669536;1.2
377282.4125150283;1.2
377282.4263284453;1.2
377282.43870745564;1.1
377282.45232584135;1.1
377282.460533893;1.1
377282.472877748;1.1
377282.484208633;1.1
377282.50050482067;1.1
377282.51139038266;1.1
377282.518636091;1.1
377282.533935873;1.0
377282.549448779;1.0
377282.5604400083;0.8999999999999999
377282.5661428;0.7000000000000001
377282.577690508;0.6000000000000001
377282.59954675834;0.5
377282.604990091;0.4
377282.615880091;0.4
377282.628507789;0.30000000000000004
377282.64359048737;0.2
377282.6533977783;0.1
377282.667717956;0.0
377282.6792695283;-0.1
377282.6956524767;-0.30000000000000004
377282.7038494457;-0.6000000000000001
377282.7174302163;-0.8999999999999999
377282.7246389453;-1.2
377282.73979879933;-1.4
377282.7562910083;-1.7
377282.761731914;-1.9
377282.773163737;-2.1
377282.786040518;-2.2
377282.8008124453;-2.2
377282.811669258;-2.2
377282.82275806;-2.1
377282.83666392433;-2.0
377282.8552502056;-1.9
377282.86076840333;-1.9
377282.86891766434;-1.9
377282.88300043496;-1.9
377282.900679456;-1.9
377282.9116175497;-1.9
377282.918446487;-1.9
377282.928247383;-1.9
377282.94476775796;-1.9
377282.957222591;-1.8
377282.968236654;-1.8
377282.97960556;-1.8
377282.99613802833;-1.7
377283.00703273696;-1.7
377283.01788636163;-1.6
377283.029244154;-1.6
377283.04566670564;-1.6
377283.056106487;-1.6
377283.062884674;-1.6
377283.074331445;-1.6
377283.09135322634;-1.6
377283.10217043496;-1.6
377283.112859674;-1.6
377283.123954258;-1.6
377283.140603841;-1.6
377283.15714420564;-1.6
377283.1626580803;-1.6
377283.17132728937;-1.6
377283.18402119534;-1.6
377283.2015567787;-1.6
377283.21240166435;-1.6
377283.2196503303;-1.6
377283.229388737;-1.6
377283.253943372;-1.6
377283.26227021567;-1.6
377283.272237445;-1.6
377283.27946247667;-1.6
377283.295851966;-1.6
377283.306677768;-1.6
377283.320243601;-1.6
377283.328713268;-1.6
377283.345026195;-1.6
377283.35563406005;-1.6
377283.366565664;-1.6
377283.378070456;-1.6
377283.39469348703;-1.6
377283.402680674;-1.6
377283.4164612363;-1.5
377283.42625146604;-1.5
377283.44390159065;-1.5
377283.456247549;-1.5
377283.461813737;-1.4
377283.473476497;-1.4
377283.484816966;-1.4
377283.5013767363;-1.4
377283.5122195803;-1.3
377283.523192591;-1.1
377283.534462851;-1.0
377283.55172742467;-0.7999999999999999
377283.56254297635;-0.7000000000000001
377283.568274414;-0.6000000000000001
377283.58117745566;-0.5
377283.5962133307;-0.30000000000000004
377283.612392883;-0.1
377283.617992539;0.0
377283.629256966;0.1
377283.6456190697;0.1
377283.654024382;0.1
377283.667713112;0.1
377283.679180612;0.1
377283.695751153;0.1
377283.70382042404;0.0
377283.711966601;0.0
377283.7245331327;0.0
377283.7449783203;0.0
377283.7532998097;0.0
377283.765657789;0.0
377283.775565612;0.0
377283.7922887263;0.0
377283.80313683004;0.0
377283.81258961203;0.0
377283.824917591;0.0
377283.8414667153;0.0
377283.85674006003;0.0
377283.8623737677;0.0
377283.87234753836;0.0
377283.884942434;0.0
377283.901383539;0.0
377283.91228269535;0.0
377283.917726601;0.0
377283.9306649133;0.0
377283.95253148634;0.0
377283.96218444535;0.0
377283.967812278;0.0
377283.98068526766;0.0
377283.995953268;0.0
377284.0068315803;0.0
377284.017744882;0.0
377284.029164362;0.0
377284.0456033513;0.0
377284.0574677787;0.0
377284.0647288197;0.0
377284.074650612;0.0
377284.09135496564;0.0
377284.102180768;0.1
377284.112999778;0.1
377284.123985351;0.1
377284.14056119503;0.2
377284.1568133303;0.30000000000000004
377284.162285924;0.4
377284.173721184;0.4
377284.186733007;0.5
377284.20172374666;0.6000000000000001
377284.2125481006;0.6000000000000001
377284.2195677577;0.6000000000000001
377284.234915768;0.6000000000000001
377284.2512261427;0.6000000000000001
377284.2619785697;0.6000000000000001
377284.267792695;0.6000000000000001
377284.279385403;0.6000000000000001
377284.29597381933;0.6000000000000001
377284.31214236165;0.5
377284.3204499237;0.5
377284.33045279933;0.5
377284.34534026735;0.5
377284.356373684;0.5
377284.36766534037;0.4
377284.378868111;0.30000000000000004
377284.395386205;0.2
377284.400821132;0.0
377284.417042393;-0.2
377284.428369986;-0.4
377284.44475362136;-0.7000000000000001
377284.45671280933;-0.8999999999999999
377284.462136809;-1.1
377284.47526915336;-1.1
377284.49055846536;-1.1
377284.5013742887;-1.0
377284.50930501736;-0.7999999999999999
377284.523154622;-0.7000000000000001
377284.53984120535;-0.7000000000000001
377284.55603316333;-0.7000000000000001
377284.56029733;-0.7000000000000001
377284.57269509;-0.7999999999999999
377284.5839999547;-0.8999999999999999
377284.60026456934;-0.8999999999999999
377284.6111593613;-0.8999999999999999
377284.622251247;-0.7999999999999999
377284.633380872;-0.7000000000000001
377284.6498479233;-0.6000000000000001
377284.660876924;-0.6000000000000001
377284.66646009;-0.5
377284.67947858036;-0.5
377284.6944999343;-0.5
377284.71069271537;-0.5
377284.7204020483;-0.5
377284.72888838203;-0.5
377284.743943184;-0.4
377284.756824882;-0.30000000000000004
377284.762215142;-0.2
377284.775380611;-0.1
377284.790703476;0.1
377284.8043849133;0.30000000000000004
377284.812554674;0.5
377284.82789800735;0.7000000000000001
377284.840393195;0.8999999999999999
377284.85490024666;1.1
377284.8621027573;1.2
377284.872070142;1.3
377284.88763212133;1.3
377284.89970209;1.3
377284.910522382;1.3
377284.921656601;1.3
377284.9356210797;1.3
377284.94380857964;1.3
377284.96256147604;1.3
377284.968561319;1.3
377284.9825964963;1.3
377284.996194809;1.3
377285.0125224237;1.3
377285.017997694;1.2
377285.029347694;1.2
377285.0458108093;1.2
377285.05862763233;1.2
377285.06403884;1.2
377285.07833827735;1.2
377285.097317778;1.2
377285.10821316333;1.2
377285.11924176704;1.2
377285.12660948565;1.1
377285.141598215;1.1
377285.15693692333;1.1
377285.162515663;1.1
377285.1754575483;1.1
377285.1885233503;1.1
377285.20206729835;1.1
377285.212891809;1.1
377285.223933424;1.1
377285.240432788;1.1
377285.25228600734;1.1
377285.263128069;1.1
377285.2705202884;1.1
377285.283199726;1.1
377285.302215403;1.1
377285.31310374604;1.0
377285.32016866264;1.0
377285.329868944;1.0
377285.34632770467;0.7999999999999999
377285.3625680073;0.7000000000000001
377285.368294101;0.6000000000000001
377285.379753892;0.5
377285.3961916426;0.30000000000000004
377285.404485663;0.2
377285.418347486;0.2
377285.429414726;0.2
377285.445866746;0.2
377285.45716564264;0.2
377285.462479882;0.30000000000000004
377285.475691965;0.30000000000000004
377285.490894673;0.30000000000000004
377285.5042900487;0.30000000000000004
377285.5178731007;0.30000000000000004
377285.523537434;0.30000000000000004
377285.540363382;0.30000000000000004
377285.557044913;0.30000000000000004
377285.562489413;0.30000000000000004
377285.574044778;0.30000000000000004
377285.58941250667;0.30000000000000004
377285.60168460035;0.30000000000000004
377285.61262964265;0.30000000000000004
377285.61966024636;0.30000000000000004
377285.635035923;0.30000000000000004
377285.65433256933;0.30000000000000004
377285.66255935;0.4
377285.669828788;0.4
377285.6811916;0.4
377285.697618225;0.4
377285.708431809;0.5
377285.71813735005;0.5
377285.730780663;0.6000000000000001
377285.746311882;0.6000000000000001
377285.75744642335;0.7000000000000001
377285.76449940266;0.7999999999999999
377285.779948215;0.8999999999999999
377285.79636046535;1.0
377285.804464882;1.0
377285.815542694;1.0
377285.828179507;1.0
377285.84042518365;1.0
377285.8533885584;1.0
377285.8641888293;1.0
377285.875513892;1.0
377285.886875871;1.0
377285.9032174647;1.0
377285.91393612133;1.0
377285.925219152;1.0
377285.93410406937;1.0
377285.9561741526;1.0
377285.96165168396;0.8999999999999999
377285.973273267;0.8999999999999999
377285.98436108;0.7000000000000001
377285.9979361737;0.7000000000000001
377286.0115188717;0.6000000000000001
377286.0185404436;0.5
377286.0311641737;0.4
377286.044848736;0.30000000000000004
377286.0576147773;0.1
377286.068953579;0.0
377286.080331496;0.0
377286.0968873607;0.0
377286.10768535064;0.0
377286.1186187043;0.0
377286.124495569;0.0
377286.146254184;0.0
377286.15723027696;0.0
377286.162565611;0.0
377286.174043736;0.0
377286.190885246;0.0
377286.201779257;0.0
377286.21275970404;0.0
377286.223783007;0.0
377286.24048305897;0.0
377286.256857704;0.0
377286.262335298;0.0
377286.269047642;0.0
377286.28496416303;0.0
377286.2998066937;0.0
377286.31341792335;0.0
377286.319199829;0.0
377286.334762944;0.1
377286.34681273537;0.1
377286.362484934;0.2
377286.3698157463;0.30000000000000004
377286.379591079;0.4
377286.39630288136;0.5
377286.4071083817;0.5
377286.417963423;0.6000000000000001
377286.429066027;0.6000000000000001
377286.4454378607;0.6000000000000001
377286.45711219404;0.6000000000000001
377286.462606027;0.6000000000000001
377286.475812006;0.6000000000000001
377286.4962930063;0.6000000000000001
377286.50171079836;0.6000000000000001
377286.512568944;0.6000000000000001
377286.523700194;0.6000000000000001
377286.54063169396;0.6000000000000001
377286.55372142297;0.6000000000000001
377286.56452054833;0.6000000000000001
377286.5762436213;0.6000000000000001
377286.59012191265;0.6000000000000001
377286.60354811104;0.6000000000000001
377286.614331371;0.6000000000000001
377286.6198991;0.6000000000000001
377286.63389727764;0.6000000000000001
377286.6558983497;0.6000000000000001
377286.66281357966;0.6000000000000001
377286.6701620693;0.6000000000000001
377286.679846652;0.6000000000000001
377286.69639992266;0.6000000000000001
377286.71268048504;0.6000000000000001
377286.718355142;0.6000000000000001
377286.729400402;0.6000000000000001
377286.7457089643;0.6000000000000001
377286.75673041266;0.6000000000000001
377286.767708215;0.6000000000000001
377286.779173944;0.6000000000000001
377286.7957173183;0.6000000000000001
377286.801188631;0.6000000000000001
377286.81750444334;0.7000000000000001
377286.828578735;0.6000000000000001
377286.84511650604;0.6000000000000001
377286.8562860167;0.6000000000000001
377286.86796213133;0.6000000000000001
377286.87397884;0.6000000000000001
377286.8909700373;0.6000000000000001
377286.90176772536;0.6000000000000001
377286.9123282254;0.5
377286.923302902;0.5
377286.93992670364;0.5
377286.956071527;0.5
377286.962981548;0.5
377286.9704299017;0.5
377286.985885558;0.5
377287.0021159957;0.5
377287.01292984;0.5
377287.018563527;0.5
377287.029800037;0.5
377287.046348892;0.4
377287.06255527696;0.5
377287.06819061;0.5
377287.079643683;0.5
377287.09634591197;0.5
377287.10722433997;0.5
377287.117976756;0.5
377287.1334243083;0.5
377287.145683496;0.5
377287.15725550597;0.5
377287.164274454;0.5
377287.178243881;0.5
377287.1912814543;0.5
377287.20460886066;0.5
377287.212737277;0.5
377287.223868996;0.5
377287.2406356833;0.5
377287.255060996;0.5
377287.261859933;0.5
377287.273344256;0.5
377287.284546444;0.5
377287.3008855063;0.5
377287.311724204;0.5
377287.322790923;0.5
377287.333914777;0.4
377287.349939819;0.5
377287.36090406834;0.5
377287.37091129733;0.5
377287.383354881;0.5
377287.39965133934;0.4
377287.41058300633;0.5
377287.41746173566;0.5
377287.4299529437;0.5
377287.455797048;0.5
377287.4587743813;0.5
377287.46618999564;0.5
377287.475928527;0.5
377287.492611027;0.5
377287.50872911036;0.5
377287.51829889166;0.5
377287.525270558;0.5
377287.5418330993;0.5
377287.5562184127;0.4
377287.561624933;0.4
377287.574663329;0.5
377287.59004175634;0.5
377287.60349553765;0.5
377287.611802225;0.5
377287.623043214;0.5
377287.63979544333;0.5
377287.65371207934;0.5
377287.6620486723;0.5
377287.66830441233;0.5
377287.6862758084;0.4
377287.7010804123;0.5
377287.71194981836;0.5
377287.71884851635;0.5
377287.734116131;0.5
377287.7534521723;0.5
377287.7617085893;0.5
377287.76905240165;0.5
377287.778776443;0.5
377287.795369923;0.5
377287.80630007864;0.5
377287.8186974017;0.5
377287.82853201596;0.5
377287.84484366165;0.5
377287.8559200993;0.5
377287.86402337067;0.5
377287.877996183;0.5
377287.89465984964;0.5
377287.902689985;0.5
377287.91098311;0.5
377287.92638724565;0.5
377287.938664777;0.5
377287.95249184966;0.5
377287.962025714;0.5
377287.97335462;0.5
377287.984563475;0.5
377288.000928245;0.5
377288.011762923;0.5
377288.022950714;0.5
377288.036905829;0.5
377288.0567587137;0.5
377288.05973358866;0.5
377288.071411131;0.5
377288.082710558;0.5
377288.099231902;0.5
377288.11021439167;0.5
377288.1203026513;0.5
377288.1301970583;0.5
377288.1563053703;0.5
377288.15655757865;0.6000000000000001
377288.167582277;0.7000000000000001
377288.179138475;0.7999999999999999
377288.19565987063;0.8999999999999999
377288.20387847436;0.8999999999999999
377288.212131964;1.0
377288.223477016;1.1
377288.24538851564;1.1
377288.2567124533;1.1
377288.262254308;1.1
377288.274704985;1.1
377288.29162382905;1.1
377288.30251146434;1.1
377288.31339214067;1.1
377288.324350037;1.0
377288.3410896727;1.0
377288.352868745;0.8999999999999999
377288.36381902633;0.8999999999999999
377288.3713027137;0.8999999999999999
377288.382540068;0.7999999999999999
377288.397583756;0.7999999999999999
377288.41115949536;0.7999999999999999
377288.419399099;0.7999999999999999
377288.430721495;0.7999999999999999
377288.4470686623;0.7999999999999999
377288.4621561724;0.7999999999999999
377288.468354829;0.7999999999999999
377288.479980454;0.7999999999999999
377288.496596464;0.7999999999999999
377288.507342318;0.7999999999999999
377288.51834942267;0.7999999999999999
377288.5308599227;0.7999999999999999
377288.54572115163;0.7999999999999999
377288.554767026;0.7999999999999999
377288.565522849;0.7999999999999999
377288.577100506;0.7999999999999999
377288.593815943;0.7999999999999999
377288.60171447403;0.7999999999999999
377288.609835922;0.7999999999999999
377288.622375881;0.7999999999999999
377288.642881589;0.7999999999999999
377288.6584304433;0.7999999999999999
377288.66385727667;0.7999999999999999
377288.67159138096;0.7999999999999999
377288.68419296364;0.7999999999999999
377288.7029145053;0.7999999999999999
377288.7126963287;0.7999999999999999
377288.719551287;0.7999999999999999
377288.730804672;0.7999999999999999
377288.74911646364;0.8999999999999999
377288.761421578;0.8999999999999999
377288.76865253696;1.0
377288.778479933;1.0
377288.80018311966;1.1
377288.811158047;1.1
377288.81820515136;1.1
377288.827876287;1.1
377288.844345766;1.1
377288.855810526;1.1
377288.866838006;1.1
377288.878371547;1.1
377288.89484179666;1.1
377288.900305672;1.1
377288.916657849;1.1
377288.927849933;1.1
377288.94423924503;1.1
377288.95473257796;1.0
377288.960306235;0.8999999999999999
377288.97185436;0.8999999999999999
377288.988744672;0.8999999999999999
377289.0023481307;0.7999999999999999
377289.010509568;0.7999999999999999
377289.021524828;0.7999999999999999
377289.038389505;0.7999999999999999
377289.04926327633;0.7999999999999999
377289.060662953;0.7999999999999999
377289.073555714;0.7999999999999999
377289.083267224;0.7999999999999999
377289.0996787556;0.7999999999999999
377289.110650557;0.7999999999999999
377289.11778716167;0.7999999999999999
377289.133044776;0.7999999999999999
377289.14925986;0.7999999999999999
377289.16087508865;0.7000000000000001
377289.16675922397;0.7000000000000001
377289.1821323177;0.6000000000000001
377289.19446806767;0.6000000000000001
377289.2106113073;0.6000000000000001
377289.22053949465;0.6000000000000001
377289.22888863034;0.6000000000000001
377289.2438906093;0.5
377289.2568206307;0.6000000000000001
377289.262297485;0.5
377289.27527963003;0.6000000000000001
377289.2905092763;0.6000000000000001
377289.3040345683;0.5
377289.31228462;0.5
377289.323371443;0.5
377289.340150422;0.5
377289.3534337763;0.5
377289.361626964;0.5
377289.373059307;0.5
377289.38449722435;0.5
377289.4008148703;0.5
377289.411688141;0.5
377289.42134321405;0.5
377289.433751026;0.5
377289.4555901097;0.5
377289.46118517197;0.5
377289.466771182;0.5
377289.481328109;0.5
377289.494962797;0.4
377289.511211214;0.5
377289.51809863065;0.5
377289.527809203;0.4
377289.5443783073;0.4
377289.557845953;0.4
377289.563223891;0.5
377289.5762678594;0.4
377289.59654966166;0.4
377289.60475628666;0.4
377289.6183351927;0.4
377289.623882432;0.4
377289.64067568234;0.4
377289.655561849;0.4
377289.660995609;0.4
377289.672781182;0.4
377289.688320068;0.4
377289.70044643234;0.4
377289.711171964;0.4
377289.722351286;0.4
377289.737844901;0.4
377289.75468138;0.30000000000000004
377289.760340193;0.4
377289.771583838;0.4
377289.782843109;0.30000000000000004
377289.79946908867;0.30000000000000004
377289.81039337;0.30000000000000004
377289.81738586933;0.30000000000000004
377289.831223588;0.30000000000000004
377289.85293629667;0.30000000000000004
377289.86122908833;0.30000000000000004
377289.866873318;0.30000000000000004
377289.878419047;0.30000000000000004
377289.89506604633;0.30000000000000004
377289.905879755;0.30000000000000004
